ref_area,indicator,source,sex,classif1,time,obs_value
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2011,59.82
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2011,61.01
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2011,67.27
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2011,68.63
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2011,66.74
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2010,65.94
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2010,66.14
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2010,65.87
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2010,62.61
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2010,61.69
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2010,62.97
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2010,68.93
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2010,70.09
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2010,68.47
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2009,67.09
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2009,67.27
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2009,67.02
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2009,63.91
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2009,63
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2009,64.27
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2009,69.93
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2009,71
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2009,69.49
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2008,68.81
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2008,68.86
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2008,68.79
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2008,65.7
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2008,64.7
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2008,66.1
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2008,71.56
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2008,72.45
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2008,71.2
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2007,70.86
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2007,70.77
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2007,70.9
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2007,67.82
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2007,66.7
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2007,68.26
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2007,73.53
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2007,74.22
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2007,73.25
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2006,73
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2006,72.75
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2006,73.1
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2006,70.04
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2006,68.81
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2006,70.53
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2006,75.57
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2006,76.05
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2006,75.37
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2005,75.61
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2005,75.18
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2005,75.79
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2005,72.84
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2005,71.51
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2005,73.36
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2005,78.01
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2005,78.22
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2005,77.93
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2004,76.82
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2004,76.35
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2004,77.01
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2004,74.12
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2004,72.76
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2004,74.65
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2004,79.13
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2004,79.27
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2004,79.08
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2003,78.44
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2003,77.92
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2003,78.65
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2003,75.88
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2003,74.51
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2003,76.42
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2003,80.62
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2003,80.66
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2003,80.6
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2002,79.24
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2002,78.71
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2002,79.47
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2002,76.72
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2002,75.34
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2002,77.27
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2002,81.38
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2002,81.38
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2002,81.37
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2001,79.81
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2001,79.26
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2001,80.04
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2001,77.29
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2001,75.9
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2001,77.84
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2001,81.93
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2001,81.91
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2001,81.94
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE15,2000,80.75
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_Y15-24,2000,80.16
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_T,AGE_YTHADULT_YGE25,2000,80.99
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE15,2000,78.31
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_Y15-24,2000,76.92
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_M,AGE_YTHADULT_YGE25,2000,78.86
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE15,2000,82.79
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_Y15-24,2000,82.7
MOZ,SDG_0111_SEX_AGE_RT,XA:1850,SEX_F,AGE_YTHADULT_YGE25,2000,82.83
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2022,2.68
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2021,2.82
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2020,2.84
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2019,2.51
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2019,3.89
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2019,2.27
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2019,2.17
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2019,4.19
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2019,1.8
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2019,3.2
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2019,3.24
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2019,3.2
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2018,2.77
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2018,4.3
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2018,2.5
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2018,2.4
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2018,4.63
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2018,1.99
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2018,3.53
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2018,3.57
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2018,3.53
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2017,2.94
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2017,4.55
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2017,2.65
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2017,2.54
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2017,4.91
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2017,2.11
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2017,3.74
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2017,3.78
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2017,3.73
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2016,3.42
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2016,5.27
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2016,3.07
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2016,2.98
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2016,5.69
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2016,2.47
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2016,4.31
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2016,4.38
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2016,4.3
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2015,3.17
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2015,4.87
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2015,2.84
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2015,2.79
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2015,5.28
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2015,2.31
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2015,3.95
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2015,4.04
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2015,3.94
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2014,3.49
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2014,5.35
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2014,3.12
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2014,3.1
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2014,5.81
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2014,2.56
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2014,4.31
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2014,4.43
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2014,4.29
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2013,4.58
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2013,6.95
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2013,4.07
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2013,4.09
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2013,7.56
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2013,3.38
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2013,5.61
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2013,5.77
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2013,5.58
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2012,5.17
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2012,7.78
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2012,4.59
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2012,4.66
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2012,8.46
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2012,3.85
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2012,6.27
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2012,6.46
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2012,6.23
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2011,6.08
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2011,9.04
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2011,5.41
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2011,5.5
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2011,9.82
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2011,4.56
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2011,7.34
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2011,7.53
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2011,7.29
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2010,7.07
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2010,10.39
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2010,6.3
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2010,6.42
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2010,11.26
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2010,5.35
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2010,8.49
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2010,8.68
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2010,8.44
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2009,7.73
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2009,11.27
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2009,6.9
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2009,7.05
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2009,12.18
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2009,5.89
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2009,9.23
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2009,9.42
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2009,9.19
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2008,7.7
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2008,11.17
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2008,6.88
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2008,7.05
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2008,12.08
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2008,5.9
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2008,9.13
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2008,9.33
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2008,9.09
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2007,7.56
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2007,10.96
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2007,6.75
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2007,6.95
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2007,11.85
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2007,5.81
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2007,8.92
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2007,9.13
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2007,8.87
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2006,7.14
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2006,10.36
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2006,6.36
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2006,6.59
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2006,11.22
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2006,5.51
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2006,8.38
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2006,8.61
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2006,8.32
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE15,2005,11.25
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_Y15-24,2005,15.88
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_T,AGE_YTHADULT_YGE25,2005,10.13
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE15,2005,10.34
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_Y15-24,2005,17.08
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_M,AGE_YTHADULT_YGE25,2005,8.77
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE15,2005,13.31
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_Y15-24,2005,13.42
MRT,SDG_0111_SEX_AGE_RT,XA:1936,SEX_F,AGE_YTHADULT_YGE25,2005,13.28
